away_name,away_abbr,home_name,home_abbr,week,win_perc_dif,first_downs_dif,fumbles_dif,interceptions_dif,net_pass_yards_dif,pass_attempts_dif,pass_completions_dif,pass_touchdowns_dif,pass_yards_dif,penalties_dif,points_dif,rush_attempts_dif,rush_touchdowns_dif,rush_yards_dif,time_of_possession_dif,times_sacked_dif,total_yards_dif,turnovers_dif,yards_from_penalties_dif,yards_lost_from_sacks_dif,fourth_down_perc_dif,third_down_perc_dif,result
Carolina Panthers,car,Cincinnati Bengals,cin,9,-0.3361391694725028,-7.506734006734009,0.654882154882155,-0.19248035914702577,-113.33557800224466,-10.63355780022447,-10.881032547699213,-1.2811447811447814,-118.55050505050508,0.6683501683501687,2.881032547699217,-0.4410774410774394,0.29180695847362514,38.25869809203144,-409.61784511784526,-0.9523007856341192,-75.07687991021322,-0.3136924803591471,14.479236812570143,-5.214927048260382,0.2587486744432662,-0.22657370056723575,0.0
Green Bay Packers,gnb,Detroit Lions,det,9,0.02459445316588174,-1.4589220303506032,0.9178440607012033,-0.5347985347985348,-44.05389848246989,2.19047619047619,1.7660910518053363,-0.2543171114599687,-40.57823129251699,0.3236525379382522,-8.209314495028785,-4.30376766091052,-1.0243328100470956,-40.53610675039245,50.93589743589746,0.34746206174777594,-84.59000523286238,-0.5612244897959183,-6.799581371009943,3.4756671899529046,-0.28761682242990655,-0.036612414421204664,0.0
Las Vegas Raiders,rai,Jacksonville Jaguars,jax,9,0.007856341189674543,-2.6857463524130196,-0.05723905723905731,-0.03928170594837266,10.338945005611691,3.3815937149270496,2.02132435465769,-0.014590347923681302,15.767676767676761,-0.01907968574635266,5.053872053872052,-8.342312008978674,-0.4814814814814815,-49.956228956228955,-98.13916947250277,0.9371492704826039,-39.61728395061732,-0.5723905723905723,0.1986531986531972,5.428731762065096,0.39099264705882353,-0.06461384938878789,0.0
Indianapolis Colts,clt,New England Patriots,nwe,9,-0.11904761904761907,0.7873015873015881,1.4317460317460318,0.14920634920634912,20.804761904761904,10.014285714285712,6.571428571428573,0.12380952380952359,34.89206349206347,-0.49523809523809526,1.1492063492063487,-6.534920634920635,-0.996825396825397,-42.34761904761905,-37.136507936507996,1.4031746031746035,-21.542857142857144,0.19047619047619047,-1.3253968253968225,14.087301587301587,-0.12939958592132506,-0.009997653322975586,0.0
Buffalo Bills,buf,New York Jets,nyj,9,0.13393085787451986,5.871959026888607,0.8914212548015363,0.1167733674775927,99.67912932138282,2.287323943661967,5.403585147247117,1.4379001280409733,90.45582586427653,-0.9838668373879642,-8.6,-0.47426376440461127,-0.3372599231754161,12.963892445582587,97.04814340588996,-0.6248399487836107,112.64302176696543,0.7574903969270166,-32.21126760563381,-9.223303457106276,0.1748960028938325,0.2680853125908604,0.0
Minnesota Vikings,min,Washington Commanders,was,9,0.5255376344086022,4.460573476702507,-0.24238351254480295,-0.5044802867383513,31.289426523297465,0.7284946236559193,2.4538530465949826,-0.0049283154121864126,27.756272401433677,-0.9847670250896057,-0.22535842293907038,-0.3799283154121831,1.2025089605734767,3.7867383512544848,-89.68817204301058,-1.2343189964157708,35.07616487455198,-0.360215053763441,-16.202956989247312,-3.5331541218637987,0.27357320099255583,0.06730416554086244,1.0
Seattle Seahawks,sea,Arizona Cardinals,crd,9,0.08041958041958042,-1.6363636363636367,-0.5157342657342658,-0.21153846153846156,12.06993006993008,-8.812937062937063,-4.3513986013986035,0.30419580419580416,8.70104895104896,2.7482517482517483,2.0227272727272734,-1.1660839160839132,0.3374125874125874,33.55594405594407,-201.78321678321663,-0.48951048951048914,45.625874125874134,0.42832167832167845,24.033216783216787,-3.36888111888112,-0.14268670961584345,0.10275128636281894,1.0
Los Angeles Rams,ram,Tampa Bay Buccaneers,tam,9,0.07857142857142857,0.47142857142857153,-0.1261904761904762,1.7047619047619047,-45.292857142857144,-6.407142857142858,-0.7095238095238088,0.38809523809523816,-31.069047619047637,-1.1380952380952385,5.450000000000003,0.6428571428571423,0.36190476190476184,8.930952380952377,155.46190476190463,2.1928571428571426,-36.361904761904725,1.5642857142857145,-9.352380952380955,14.223809523809525,0.11792101341281663,0.16851151565825484,0.0
Tennessee Titans,oti,Kansas City Chiefs,kan,9,0.23863636363636365,-3.683712121212121,-0.7064393939393939,-0.17045454545454541,-129.9810606060606,-14.460227272727273,-8.84090909090909,-1.272727272727273,-119.14962121212122,0.32954545454545414,-5.7935606060606055,9.676136363636363,0.41856060606060597,50.28219696969698,102.69696969696952,1.384469696969697,-79.69886363636363,-0.19128787878787878,-0.5094696969697026,10.831439393939394,0.04176904176904184,-0.02376020830867559,0.0
Baltimore Ravens,rav,New Orleans Saints,nor,9,0.31459968602825744,0.3990580847723706,-0.8276295133437991,-0.6040816326530613,-59.601569858712736,-5.984615384615385,-4.069544740973313,0.3167974882260598,-60.98602825745684,-2.330926216640502,-2.1036106750392456,2.9569858712715877,-0.12260596546310831,41.15604395604396,104.7478806907377,0.3640502354788069,-18.44552590266875,-1.1786499215070645,-13.522762951334379,-1.3844583987441137,-0.06944444444444442,0.00398506404423743,1.0
Atlanta Falcons,atl,Carolina Panthers,car,10,0.14128728414442698,4.4662480376766105,0.0894819466248038,-0.12401883830455263,-30.922291993720563,-6.332810047095762,-2.490580847723704,-0.08163265306122436,-32.5039246467818,-1.2574568288854007,1.3469387755102034,9.957613814756673,0.2009419152276295,50.64285714285715,278.1860282574569,-0.17660910518053363,19.720565149136576,0.14285714285714302,-16.006279434850867,-1.5816326530612237,0.12276214833759591,0.16131399493465304,0.0
Seattle Seahawks,sea,Tampa Bay Buccaneers,tam,10,0.18154761904761907,1.9573412698412689,0.3134920634920635,0.5099206349206349,-26.106150793650812,-13.274801587301585,-5.30456349206349,0.8928571428571429,-21.621031746031747,3.37797619047619,11.266865079365079,5.544642857142858,0.9940476190476191,91.70634920634919,41.36805555555566,0.4751984126984128,65.60019841269843,0.7559523809523809,20.48412698412698,4.485119047619049,-0.07906843013225989,0.14031949937525168,0.0
Minnesota Vikings,min,Buffalo Bills,buf,10,0.28015659407878635,-0.6422804012723269,-1.2253486665035478,-0.6072914117934914,-77.1169562025936,-1.8749694152189846,-1.0934670907756292,-0.9439686811842427,-69.82750183508682,-0.06826523122094486,8.180817225348665,2.2657205774406677,0.8071935404942501,-13.509175434303884,7.570834352826068,0.055297284071446295,-90.62613163689747,-1.392219231710301,6.001957425984834,7.289454367506728,0.00885225885225882,-0.1963505764143076,1.0
Detroit Lions,det,Chicago Bears,chi,10,-0.053814002089864144,2.735762800417973,-0.8637669801462905,0.1686259143155695,117.28396029258096,12.893939393939391,9.283307210031346,0.6234326018808778,109.40033960292581,1.2631922675026122,5.2686781609195386,-9.732366771159871,0.09247648902821326,-57.906347962382455,-106.9260710553815,-1.992032392894462,59.37761233019853,0.05054858934169282,3.3874085684430497,-7.883620689655173,-0.038392141138732905,-0.03148977604673808,1.0
Jacksonville Jaguars,jax,Kansas City Chiefs,kan,10,-0.3488031265266243,1.3473375671714685,-0.2782120175867122,0.1875915974596971,-65.21739130434781,-3.8463605276013695,-2.8649242794333176,-1.0937957987298486,-63.844894968246194,0.12603810454323394,-3.3981436248168038,7.497557401074744,0.48558866634098696,58.752076209086454,119.41133365901328,0.06497313141182204,-6.46531509526136,0.394723986321446,-3.8321934538348827,1.3724963361016123,-0.22826398852223817,0.023237340025799802,0.0
Cleveland Browns,cle,Miami Dolphins,mia,10,-0.2873563218390805,1.8932146829810925,0.19836855765665562,-0.1531331108639229,-82.1757508342603,-2.083055246570261,-2.845012977382275,-1.0989988876529475,-85.0203930292918,0.07601038190582088,0.1230997404523535,10.930663700407859,1.0185391175380052,85.91138301816834,196.72339636633296,-0.15684093437152402,3.7356321839080238,0.11642565813867245,0.8060808305524674,-2.8446421950315166,0.20361295681063124,-0.015564046652129515,0.0
Houston Texans,htx,New York Giants,nyg,10,-0.7487179487179487,-4.343333333333334,0.010000000000000009,0.8999999999999999,20.883333333333326,3.793333333333333,1.240000000000002,0.5633333333333334,26.45333333333332,-1.5600000000000005,3.9733333333333363,-9.706666666666667,-0.9866666666666666,-52.44,-195.43000000000006,0.05666666666666664,-31.556666666666672,0.6,-18.156666666666666,5.57,0.1661331626120358,-0.12694895237589732,0.0
Denver Broncos,den,Tennessee Titans,oti,10,-0.40249999999999997,1.0391666666666666,0.30166666666666675,0.8275,88.65916666666666,13.305,4.9208333333333325,-0.39749999999999996,89.91,2.831666666666666,-2.0375000000000014,-3.710000000000001,-0.36749999999999994,-29.620833333333323,16.83416666666676,0.585,59.0383333333333,0.49250000000000005,15.362499999999997,1.2508333333333326,-0.02564102564102566,-0.1605736636245111,0.0
New Orleans Saints,nor,Pittsburgh Steelers,pit,10,0.10019110019110017,2.1833196833196844,0.21758121758121773,0.3236418236418236,53.496587496587466,-1.3038493038493044,-0.24460824460824426,1.1865956865956866,52.51624351624349,1.2147147147147148,-0.6648921648921622,3.8057603057603053,0.4591864591864593,40.72440622440621,62.534125034125054,-0.4088179088179089,94.22099372099376,0.6380016380016378,21.308080808080803,-0.9803439803439797,-0.008766803039158333,0.09915776516225172,0.0
Indianapolis Colts,clt,Las Vegas Raiders,rai,10,0.2646481637230165,0.07568518984158956,1.4629117425194869,0.5926577822479256,7.416897158662323,2.4035705305506667,3.7281870756851916,-0.22051797837566012,22.13251194367615,-0.1797837566004521,-4.823485038974102,3.196882071913503,-0.2685441287402565,-10.3243650993211,148.1244656776464,1.6519989942167466,-2.907467940658762,1.0010057832537087,-1.4895649987427717,14.715614785013829,-0.44596474953617804,0.03773641911897996,1.0
Dallas Cowboys,dal,Green Bay Packers,gnb,10,0.7459535538353272,-0.39338494018297254,-1.3233638282899367,-0.29873328641801544,-18.199155524278666,-11.144968332160449,-6.321252638986628,-0.11224489795918369,-24.60942997888813,-0.7195636875439835,-6.693173821252637,6.942294159042927,1.4665728360309642,30.287473610133702,-228.1636171710063,-0.6435608726249122,12.088318085855008,-0.5035186488388459,-5.268472906403943,-6.41027445460943,0.38067150635208713,0.0626912704905615,0.0
Arizona Cardinals,crd,Los Angeles Rams,ram,10,0.010714285714285676,2.712301587301585,0.875,-0.9615079365079365,4.79007936507935,2.7015873015872955,0.6404761904761926,0.24206349206349187,-0.37023809523807927,2.5234126984126988,5.053968253968254,4.738095238095241,0.19960317460317456,48.52142857142857,46.04166666666674,-1.0900793650793652,53.31150793650795,-1.0845238095238097,10.45357142857143,-5.1603174603174615,-0.07322404371584679,-0.12335105910423522,1.0
Los Angeles Chargers,sdg,San Francisco 49ers,sfo,10,0.2458333333333333,0.79326923076923,-0.8503205128205129,-0.37916666666666665,52.897115384615404,10.167307692307695,8.156410256410254,0.45128205128205146,50.317628205128216,-2.1067307692307695,6.109615384615385,-3.293589743589745,0.09423076923076923,-20.155448717948715,-70.52435897435907,-0.47115384615384626,32.741666666666674,-0.6785256410256411,-12.914743589743587,-2.579487179487179,0.3691760138050042,-0.05379432624113473,0.0
Washington Commanders,was,Philadelphia Eagles,phi,10,-0.5714285714285714,-4.805439843175691,0.1203136486155354,0.8042146532712571,-33.27885322224944,6.469737809360449,2.6255819652046064,0.08796863513844633,-29.14334721881889,0.3077677039941191,2.345258515069837,-8.245037980887037,-1.763538348444009,-43.861308502817934,30.815486400392047,0.6831658907130609,-77.14016172506734,0.7407498162215144,14.579514824797847,4.1355060034305335,-0.43823845327604727,-0.11487687627962984,1.0
Tennessee Titans,oti,Green Bay Packers,gnb,11,0.6338426711941143,-2.8726655348047565,-1.1859083191850592,-0.3455008488964346,-70.97962648556876,-13.890209394453876,-8.553197509903793,-0.5090548953027729,-69.55744199207697,-0.263440860215054,-6.578381437464628,7.098471986417657,0.7770232031692135,26.247028862478786,-87.4767968307865,0.30249009620826284,-44.73259762308999,-0.46434634974533107,2.6199773627617446,1.4221844934917947,0.3583333333333334,-0.007215409389322469,1.0
Chicago Bears,chi,Atlanta Falcons,atl,11,-0.11002886002886003,-1.4502164502164518,0.40043290043290036,0.04635642135642137,-25.170364357864344,-1.8349567099567103,-1.8795995670995662,0.1446608946608947,-20.49476911976913,0.924963924963925,0.05753968253968367,2.7842712842712842,0.06222943722943741,38.568813131313135,-0.6806457431457602,1.2322330447330447,13.398448773448763,0.10353535353535359,15.124278499278503,4.675595238095239,0.13445378151260506,0.003481853089147058,0.0
Cleveland Browns,cle,Buffalo Bills,buf,11,-0.28511952726296,-1.9204942250872925,-0.964679022293849,-0.6034112275047004,-109.16492076282569,-6.9386247649744845,-5.945474080042974,-1.3464947622884769,-107.72455009401023,0.8147998925597628,10.932178350792373,8.373892022562455,0.6529680365296804,33.18546870803115,92.15135643298413,-0.1587429492344885,-75.97945205479454,-1.2225355895782968,9.597770615095357,1.440370668815472,0.09128205128205136,-0.1992945728540882,0.0
Philadelphia Eagles,phi,Indianapolis Colts,clt,11,0.4923510466988728,4.3322440087146,-1.565359477124183,-0.9814814814814816,5.264705882352928,-9.419389978213509,-6.655773420479303,0.44989106753812647,-8.523965141612223,0.13507625272331136,-0.1764705882352935,10.724400871459693,1.9063180827886708,64.48910675381264,-19.655773420479363,-1.212418300653595,69.75381263616555,-1.4008714596949892,-2.389978213507625,-13.788671023965142,0.5198711063372717,0.09354000581759381,1.0
Washington Commanders,was,Houston Texans,htx,11,0.2715138742536003,1.546030274945938,-0.021779425393883223,-0.14612295335186898,11.09360518999074,4.761662032746372,2.6158480074142716,0.32391102873030575,12.399443929564399,0.6852023478529503,-0.8211306765523609,2.2951807228915655,0.10472659870250228,3.3097003398208216,143.98316342292264,0.8506333024405315,14.403305529811519,-0.17068273092369468,18.352332406549273,1.3058387395736801,-0.1939109403898136,0.04969318192562616,1.0
Los Angeles Rams,ram,New Orleans Saints,nor,11,0.051190476190476175,-1.6029761904761912,-0.5565476190476191,0.33571428571428563,-39.78035714285713,0.7226190476190482,2.399404761904762,-0.5154761904761906,-27.53452380952382,-3.298809523809523,-1.2053571428571423,-4.588095238095239,-0.28988095238095235,-58.96428571428571,9.320238095237983,1.761309523809524,-98.74464285714282,-0.0803571428571428,-25.45833333333333,12.245833333333332,0.18025258323765797,0.04112771808321031,0.0
New York Jets,nyj,New England Patriots,nwe,11,0.018181818181818188,-0.05194805194805241,-0.17662337662337668,-0.15454545454545454,9.12207792207792,6.5337662337662366,0.5987012987013003,0.3220779220779222,12.181818181818187,0.03506493506493502,4.002597402597402,-5.142857142857146,-0.13116883116883127,-7.202597402597391,-183.47402597402584,-0.03246753246753231,1.919480519480544,-0.28701298701298716,18.012987012987004,3.059740259740259,0.14080574391703238,-0.045583724378897794,0.0
Detroit Lions,det,New York Giants,nyg,11,-0.5942376950780313,0.12154861944777906,0.15156062424969985,0.5390156062424971,77.16056422569028,7.782112845138055,3.8961584633853548,0.8976590636254502,77.03421368547416,-0.7767106842737093,11.507202881152462,-8.890156062424968,-0.1770708283313327,-32.029411764705884,-244.53031212485007,-0.6035414165666269,45.131152460984424,0.6974789915966387,-6.126350540216087,-0.1263505402160856,0.11176580621025062,-0.04461676269423759,1.0
Carolina Panthers,car,Baltimore Ravens,rav,11,-0.2666666666666666,-5.804329004329004,0.47878787878787876,0.04718614718614711,-25.923809523809524,-2.7987012987012996,-3.8004329004329005,-1.0852813852813852,-23.366666666666674,1.1779220779220774,-0.9779220779220772,-2.146320346320344,0.18658008658008662,-41.841125541125564,-294.6567099567101,-0.3350649350649353,-67.76493506493506,0.020779220779220786,5.534632034632033,2.557142857142857,0.09885620915032672,-0.12397189789775848,0.0
Las Vegas Raiders,rai,Denver Broncos,den,11,-0.20790513833992097,1.1268774703557334,-0.3343873517786562,-0.5984189723320158,-2.81304347826088,1.4565217391304373,3.4213438735177846,0.7513833992094863,-9.840316205533611,-2.4083003952569175,9.386561264822134,-7.030434782608694,-0.12213438735177862,-15.961264822134396,-96.76837944664021,-1.208300395256917,-18.774308300395262,-0.44664031620553357,-12.011857707509883,-7.027272727272727,0.04535922330097086,0.1186611797492736,1.0
Dallas Cowboys,dal,Minnesota Vikings,min,11,-0.13828516837831384,-3.780988774779079,-0.2577024122283258,-0.20587532839742062,-47.01958442799142,-10.828516837831383,-7.283018867924529,0.0031048483401003857,-54.574635777406286,0.6825889658466684,-5.739909242894676,4.067590160019105,-0.060902794363506096,18.350847862431323,-225.47981848578934,-0.9395748746118939,-28.668736565560096,-0.15094339622641506,0.14712204442321308,-7.555051349414857,0.014688940092165925,0.007845144804833948,1.0
Cincinnati Bengals,cin,Pittsburgh Steelers,pit,11,0.42368421052631583,4.487500000000001,-0.46842105263157907,-0.14144736842105265,88.21184210526317,1.4973684210526272,3.5907894736842074,1.6072368421052632,92.29736842105265,-1.0532894736842104,-6.342763157894737,3.3664473684210527,0.5907894736842106,5.04276315789474,270.47302631578964,0.5361842105263159,93.25460526315794,-0.3342105263157893,-6.026973684210525,4.085526315789473,-0.3288749016522423,0.18359735752375844,1.0
Kansas City Chiefs,kan,Los Angeles Chargers,sdg,11,0.13219616204690832,1.1876332622601282,0.9352345415778252,0.030916844349680228,9.5543710021322,-4.759328358208954,-3.193763326226012,0.7745202558635393,11.834488272921078,-0.002132196162047073,-4.329957356076761,-2.1543176972281444,-0.3331556503198295,-1.574360341151376,-60.50692963752658,-0.17324093816631114,7.980010660980781,0.3033049040511726,3.1878997867803847,2.280117270788913,0.11497326203208569,0.05890671706813583,1.0
San Francisco 49ers,sfo,Arizona Cardinals,crd,11,-0.0606779661016949,-0.6016949152542388,-0.30135593220338985,0.31288135593220334,7.072881355932196,-6.802711864406781,-5.981694915254238,-0.16067796610169482,-6.266779661016955,-0.07220338983050834,-8.805423728813562,2.8522033898305104,-0.04610169491525418,13.596271186440674,34.21220338983039,-1.094915254237288,20.6691525423729,0.8077966101694916,-0.06440677966102015,-13.339661016949151,-0.30853174603174593,0.11504648846089993,1.0
Buffalo Bills,buf,Detroit Lions,det,12,0.2565826330532213,2.8453781512605048,0.7389355742296919,0.3871148459383753,62.28347338935575,5.2425770308123205,4.2694677871148485,0.458263305322129,61.121008403361344,0.24649859943977592,-11.563585434173671,-2.7142857142857153,-0.4072829131652662,1.960784313725469,77.22633053221284,0.41624649859943963,64.24425770308125,0.9529411764705882,1.5826330532212864,-1.162464985994399,0.04065843621399179,0.1597566028919437,1.0
New York Giants,nyg,Dallas Cowboys,dal,12,-0.0063157894736841635,1.8175438596491205,0.11649122807017553,-0.11789473684210522,-36.34456140350878,-1.3824561403508753,-0.6547368421052617,-0.6638596491228069,-32.188771929824554,0.4729824561403504,3.4435087719298263,4.943157894736846,-0.18245614035087732,23.620350877192976,279.5600000000002,0.9557894736842105,-12.724210526315801,0.023859649122807025,7.999298245614035,4.1557894736842105,-0.1667493796526054,-0.018946875573866262,0.0
New England Patriots,nwe,Minnesota Vikings,min,12,-0.24745134383688605,-4.831325301204821,0.3092369477911645,0.18582020389249299,-33.155390793945,-9.072752548656162,-4.373957367933272,-0.5106580166821131,-34.6564720420142,0.8296261970960765,-8.19987642879209,4.349706518381215,-0.5639481000926783,5.565956132221189,115.6998764287921,0.11631139944392954,-27.58943466172377,0.5512820512820513,2.5931417979610742,-1.5010812480692017,-0.26488095238095244,-0.023837141411389207,0.0
Denver Broncos,den,Carolina Panthers,car,12,-0.02837837837837842,2.7603603603603606,0.0436936936936938,0.354954954954955,55.2563063063063,8.168918918918923,4.30990990990991,-0.37027027027027026,62.89954954954953,1.9238738738738732,-6.16936936936937,0.44099099099098993,-0.37477477477477483,-20.574774774774767,196.07792792792793,1.314864864864865,34.681531531531505,0.06756756756756754,3.572072072072075,7.6432432432432424,0.07599999999999996,-0.08505199052747334,0.0
Tampa Bay Buccaneers,tam,Cleveland Browns,cle,12,0.2149122807017544,-3.114035087719298,-0.26754385964912275,-0.21929824561403516,45.41666666666666,7.372807017543863,4.938596491228072,-0.10526315789473695,43.442982456140356,-1.1008771929824563,-9.307017543859647,-6.921052631578949,-1.0043859649122806,-79.78508771929826,-164.1622807017543,-0.4736842105263157,-34.36842105263156,-0.39912280701754377,-1.8201754385964932,-1.973684210526315,-0.12001798022175614,-0.0171652272659355,0.0
Baltimore Ravens,rav,Jacksonville Jaguars,jax,12,0.4217171717171717,-1.0252525252525224,-0.2979797979797979,-0.051767676767676796,-16.27525252525251,-4.493686868686865,-2.882575757575758,0.6906565656565655,-15.390151515151501,-0.23611111111111072,1.9002525252525224,1.8308080808080796,-0.11489898989898983,26.720959595959584,78.13257575757575,0.7196969696969695,10.445707070707044,-0.32070707070707083,10.19318181818182,0.8851010101010104,-0.03786549707602338,0.011896112190509955,0.0
Houston Texans,htx,Miami Dolphins,mia,12,-0.5116716867469879,-4.922379032258064,0.164986559139785,0.4233870967741936,-106.81350806451616,-3.4277553763440842,-4.102486559139788,-1.006720430107527,-98.2738575268817,-1.262432795698925,-2.605174731182796,0.37466397849462396,-0.33870967741935487,5.109206989247312,-52.4032258064517,0.8981854838709675,-101.7043010752688,0.32526881720430123,-13.282930107526887,8.53965053763441,0.2539154539154539,-0.1431148832780641,0.0
Chicago Bears,chi,New York Jets,nyj,12,-0.361764705882353,0.9981092436974812,0.6092436974789917,-0.011869747899159622,-81.06218487394958,-14.161659663865546,-7.65892857142857,0.06218487394957983,-78.2454831932773,-0.37300420168067294,5.648004201680671,12.411239495798323,0.3205882352941176,89.55871848739494,136.20378151260525,1.178361344537815,8.496533613445422,0.006617647058823506,-9.698319327731092,2.8167016806722707,-0.10353866317169064,0.11008768742581693,0.0
Cincinnati Bengals,cin,Tennessee Titans,oti,12,-0.15314672847209843,6.232840078445356,0.12979140666785516,0.2708147619896594,109.26867534319845,13.594045284364412,9.8215368158317,0.7504011410233551,110.98199322517382,-0.5041896951328226,2.9361740060616874,-3.289356391513639,0.23765377072561966,-20.629167409520406,259.9536459261901,0.6983419504367983,88.63950793367798,0.22802638616509197,-6.489392048493492,1.7133178819753994,-0.31894934333958724,0.11365425290995507,1.0
Atlanta Falcons,atl,Washington Commanders,was,12,-0.043999999999999984,0.2375454545454545,0.38990909090909076,-0.2716363636363637,-51.7021818181818,-12.13718181818182,-7.275545454545453,-0.2377272727272728,-55.169636363636386,-1.6876363636363632,4.512181818181816,5.28590909090909,0.48909090909090913,46.150272727272736,-143.57918181818172,-0.8071818181818182,-5.551909090909078,0.2939090909090909,-20.564999999999998,-3.4674545454545473,0.008928571428571397,0.07021913820066683,0.0
Los Angeles Chargers,sdg,Arizona Cardinals,crd,12,0.13188405797101443,-0.08115942028985401,-1.0985507246376813,-0.02681159420289858,55.83623188405798,2.9326086956521706,1.7898550724637659,0.35144927536231885,40.51159420289852,-2.2043478260869565,-2.697826086956521,-1.033333333333335,-0.024637681159420333,-8.345652173913052,-58.38333333333321,-1.3811594202898552,47.490579710144914,0.16594202898550736,-14.34057971014493,-15.32463768115942,0.036114570361145626,0.05792783505154642,1.0
